id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,counts
821,951.0,"Primary visual area, layer 2/3",VISp2/3,11,1,3,8690,385.0,8,1,187,/997/8/567/688/695/315/669/385/821/,08858C,,,f,188,2317291160,734881840,Primary visual area layer 2/3,30006
320,888.0,"Primary motor area, Layer 1",MOp1,11,1,3,8690,985.0,8,1,19,/997/8/567/688/695/315/500/985/320/,1F9D5A,,,f,20,571569106,734881840,Primary motor area Layer 1,49221
778,1087.0,"Primary visual area, layer 5",VISp5,11,1,3,8690,385.0,8,1,189,/997/8/567/688/695/315/669/385/778/,08858C,,,f,190,1453946728,734881840,Primary visual area layer 5,19532
971,545.0,"corpus callosum, posterior forceps",fp,9,1,3,8690,776.0,4,1,1196,/997/1009/983/776/971/,CCCCCC,,,f,1197,2598038340,734881840,corpus callosum posterior forceps,45112
68,998.0,"Frontal pole, layer 1",FRP1,11,1,3,8690,184.0,7,1,7,/997/8/567/688/695/315/184/68/,268F45,,,f,8,1397862467,734881840,Frontal pole layer 1,7215
600,923.0,"Dorsal auditory area, layer 2/3",AUDd2/3,11,1,3,8690,1011.0,8,1,124,/997/8/567/688/695/315/247/1011/600/,019399,,,f,125,2148227545,734881840,Dorsal auditory area layer 2/3,25077
538,491.0,dorsal limb,lotd,10,1,3,8690,21.0,5,1,1109,/997/1009/967/840/21/538/,CCCCCC,,,f,1110,2177072245,734881840,dorsal limb,2180
344,891.0,"Agranular insular area, posterior part, layer 5",AIp5,11,1,3,8690,111.0,8,1,288,/997/8/567/688/695/315/95/111/344/,219866,,,f,289,3116139673,734881840,Agranular insular area posterior part layer 5,64053
363,1035.0,"Prelimbic area, layer 5",PL5,11,1,3,8690,972.0,7,1,242,/997/8/567/688/695/315/972/363/,2FA850,,,f,243,1282533063,734881840,Prelimbic area layer 5,4665
678,650.0,"Dorsal auditory area, layer 4",AUDd4,11,1,3,8690,1011.0,8,1,125,/997/8/567/688/695/315/247/1011/678/,019399,,,f,126,3650389730,734881840,Dorsal auditory area layer 4,4768
1015,975.0,"Anterior cingulate area, dorsal part, layer 5",ACAd5,11,1,3,8690,39.0,8,1,229,/997/8/567/688/695/315/31/39/1015/,40A666,,,f,230,3023161855,734881840,Anterior cingulate area dorsal part layer 5,20709
187,1013.0,"Gustatory areas, layer 5",GU5,11,1,3,8690,1057.0,7,1,111,/997/8/567/688/695/315/1057/187/,009C75,,,f,112,2330527764,734881840,Gustatory areas layer 5,1649
312782632,,"Postrhinal area, layer 1",VISpor1,11,1,3,8690,312782628.0,8,1,214,/997/8/567/688/695/315/669/312782628/312782632/,08858C,,,f,215,1476324402,734881840,Postrhinal area layer 1,16213
6,566.0,internal capsule,int,9,1,3,8690,784.0,4,1,1201,/997/1009/983/784/6/,CCCCCC,,,f,1202,2936038281,734881840,internal capsule,1167
156,1009.0,"Dorsal auditory area, layer 6a",AUDd6a,11,1,3,8690,1011.0,8,1,127,/997/8/567/688/695/315/247/1011/156/,019399,,,f,128,2489109267,734881840,Dorsal auditory area layer 6a,17735
843,246.0,Parasubiculum,PAR,8,1,3,8690,822.0,7,1,523,/997/8/567/688/695/1089/822/843/,72D569,,,f,524,2447067507,734881840,Parasubiculum,3179
844,1095.0,"Primary motor area, Layer 6a",MOp6a,11,1,3,8690,985.0,8,1,22,/997/8/567/688/695/315/500/985/844/,1F9D5A,,,f,23,3473508879,734881840,Primary motor area Layer 6a,86793
41,995.0,"posteromedial visual area, layer 2/3",VISpm2/3,11,1,3,8690,533.0,8,1,201,/997/8/567/688/695/315/669/533/41/,08858C,,,f,202,736869347,734881840,posteromedial visual area layer 2/3,11211
502,345.0,Subiculum,SUB,8,1,3,8690,822.0,7,1,535,/997/8/567/688/695/1089/822/502/,4FC244,,,f,536,3628141206,734881840,Subiculum,77
998,124.0,Fundus of striatum,FS,8,1,3,8690,493.0,6,1,576,/997/8/567/623/477/493/998/,80CDF8,,,f,577,663741194,734881840,Fundus of striatum,8024
996,1114.0,"Agranular insular area, dorsal part, layer 1",AId1,11,1,3,8690,104.0,8,1,280,/997/8/567/688/695/315/95/104/996/,219866,,,f,281,633930990,734881840,Agranular insular area dorsal part layer 1,4075
1125,1130.0,"Orbital area, ventrolateral part, layer 5",ORBvl5,11,1,3,8690,746.0,8,1,275,/997/8/567/688/695/315/714/746/1125/,248A5E,,,f,276,4084585477,734881840,Orbital area ventrolateral part layer 5,6997
1108,562.0,genu of corpus callosum,ccg,9,1,3,8690,776.0,4,1,1195,/997/1009/983/776/1108/,CCCCCC,,,f,1196,3387198454,734881840,genu of corpus callosum,1757
601,1065.0,"Anterolateral visual area, layer 6a",VISal6a,11,1,3,8690,402.0,8,1,169,/997/8/567/688/695/315/669/402/601/,08858C,,,f,170,3828838274,734881840,Anterolateral visual area layer 6a,9891
1121,988.0,"Entorhinal area, lateral part, layer 1",ENTl1,11,1,3,8690,918.0,9,1,495,/997/8/567/688/695/1089/822/909/918/1121/,32B825,,,f,496,1675684242,734881840,Entorhinal area lateral part layer 1,36102
469,624.0,"posteromedial visual area, layer 6b",VISpm6b,11,1,3,8690,533.0,8,1,205,/997/8/567/688/695/315/669/533/469/,08858C,,,f,206,1015740806,734881840,posteromedial visual area layer 6b,425
334,41.0,"Basomedial amygdalar nucleus, posterior part",BMAp,9,1,3,8690,319.0,6,1,568,/997/8/567/688/703/319/334/,84EA81,,,f,569,3419250657,734881840,Basomedial amygdalar nucleus posterior part,5
551,68.0,"Central amygdalar nucleus, lateral part",CEAl,9,1,3,8690,536.0,7,1,597,/997/8/567/623/477/278/536/551/,80C0E2,,,f,598,1239602128,734881840,Central amygdalar nucleus lateral part,1824
260,739.0,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,11,1,3,8690,619.0,7,1,423,/997/8/567/688/695/698/619/260/,95E4C8,,,f,424,1899636519,734881840,Nucleus of the lateral olfactory tract molecular layer,22
403,191.0,Medial amygdalar nucleus,MEA,8,1,3,8690,278.0,6,1,600,/997/8/567/623/477/278/403/,80C0E2,,,f,601,3783070713,734881840,Medial amygdalar nucleus,21
314,1029.0,"Agranular insular area, posterior part, layer 6a",AIp6a,11,1,3,8690,111.0,8,1,289,/997/8/567/688/695/315/95/111/314/,219866,,,f,290,1257274084,734881840,Agranular insular area posterior part layer 6a,40607
526,914.0,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,11,1,3,8690,926.0,9,1,508,/997/8/567/688/695/1089/822/909/926/526/,32B825,,,f,509,2408608441,734881840,Entorhinal area medial part dorsal zone layer 1,2451
279,883.0,"Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b,11,1,3,8690,894.0,8,1,303,/997/8/567/688/695/315/254/894/279/,1AA698,,,f,304,3673775698,734881840,Retrosplenial area lateral agranular part layer 6b,890
233,453.0,"Anterolateral visual area, layer 5",VISal5,11,1,3,8690,402.0,8,1,168,/997/8/567/688/695/315/669/402/233/,08858C,,,f,169,2948835441,734881840,Anterolateral visual area layer 5,6761
727,939.0,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,11,1,3,8690,926.0,9,1,514,/997/8/567/688/695/1089/822/909/926/727/,32B825,,,f,515,2298328736,734881840,Entorhinal area medial part dorsal zone layer 5,303
401,1040.0,"Anteromedial visual area, layer 4",VISam4,11,1,3,8690,394.0,8,1,174,/997/8/567/688/695/315/669/394/401/,08858C,,,f,175,1463637765,734881840,Anteromedial visual area layer 4,828
461,623.0,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,11,1,3,8690,361.0,9,1,92,/997/8/567/688/695/315/453/322/361/461/,188064,,,f,93,3360815570,734881840,Primary somatosensory area trunk layer 6b,1607
312782582,,"Laterointermediate area, layer 2/3",VISli2/3,11,1,3,8690,312782574.0,8,1,208,/997/8/567/688/695/315/669/312782574/312782582/,08858C,,,f,209,3431444904,734881840,Laterointermediate area layer 2/3,5574
1085,1125.0,"Secondary motor area, layer 6b",MOs6b,11,1,3,8690,993.0,8,1,29,/997/8/567/688/695/315/500/993/1085/,1F9D5A,,,f,30,1225271489,734881840,Secondary motor area layer 6b,2394
312782570,,"Anterior area, layer 6b",VISa6b,11,1,3,8690,312782546.0,8,1,352,/997/8/567/688/695/315/22/312782546/312782570/,009FAC,,,f,353,2576925337,734881840,Anterior area layer 6b,1531
328,889.0,"Agranular insular area, dorsal part, layer 2/3",AId2/3,11,1,3,8690,104.0,8,1,281,/997/8/567/688/695/315/95/104/328/,219866,,,f,282,700697199,734881840,Agranular insular area dorsal part layer 2/3,5740
945,1108.0,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,11,1,3,8690,369.0,9,1,84,/997/8/567/688/695/315/453/322/369/945/,188064,,,f,85,2726127758,734881840,Primary somatosensory area upper limb layer 6a,23603
977,1112.0,Ectorhinal area/Layer 6a,ECT6a,11,1,3,8690,895.0,7,1,377,/997/8/567/688/695/315/895/977/,0D9F91,,,f,378,2932206502,734881840,Ectorhinal area/Layer 6a,37883
692,1076.0,"Perirhinal area, layer 5",PERI5,11,1,3,8690,922.0,7,1,370,/997/8/567/688/695/315/922/692/,0E9684,,,f,371,248375741,734881840,Perirhinal area layer 5,42789
1127,706.0,"Temporal association areas, layer 2/3",TEa2/3,11,1,3,8690,541.0,7,1,362,/997/8/567/688/695/315/541/1127/,15B0B3,,,f,363,74295275,734881840,Temporal association areas layer 2/3,6297
969,1111.0,"Orbital area, ventrolateral part, layer 1",ORBvl1,11,1,3,8690,746.0,8,1,273,/997/8/567/688/695/315/714/746/969/,248A5E,,,f,274,4095217692,734881840,Orbital area ventrolateral part layer 1,10326
159,19.0,Anterior olfactory nucleus,AON,8,1,3,8690,698.0,6,1,390,/997/8/567/688/695/698/159/,54BF94,,,f,391,747766383,734881840,Anterior olfactory nucleus,17000
893,960.0,"Supplemental somatosensory area, layer 6b",SSs6b,11,1,3,8690,378.0,8,1,106,/997/8/567/688/695/315/453/378/893/,188064,,,f,107,4100730085,734881840,Supplemental somatosensory area layer 6b,13762
954,1109.0,"Primary auditory area, layer 6a",AUDp6a,11,1,3,8690,1002.0,8,1,141,/997/8/567/688/695/315/247/1002/954/,019399,,,f,142,945654628,734881840,Primary auditory area layer 6a,20045
281,1025.0,"Anteromedial visual area, layer 1",VISam1,11,1,3,8690,394.0,8,1,172,/997/8/567/688/695/315/669/394/281/,08858C,,,f,173,660054922,734881840,Anteromedial visual area layer 1,3372
559,69.0,"Central amygdalar nucleus, medial part",CEAm,9,1,3,8690,536.0,7,1,598,/997/8/567/623/477/278/536/559/,80C0E2,,,f,599,2654652343,734881840,Central amygdalar nucleus medial part,922
274,1024.0,"Retrosplenial area, dorsal part, layer 6a",RSPd6a,11,1,3,8690,879.0,8,1,330,/997/8/567/688/695/315/254/879/274/,1AA698,,,f,331,1480351084,734881840,Retrosplenial area dorsal part layer 6a,3876
655,81.0,"Cortical amygdalar area, posterior part, lateral zone",COApl,10,1,3,8690,647.0,8,1,432,/997/8/567/688/695/698/631/647/655/,61E7B7,,,f,433,687250718,734881840,Cortical amygdalar area posterior part lateral zone,2501
148,1008.0,"Gustatory areas, layer 4",GU4,11,1,3,8690,1057.0,7,1,110,/997/8/567/688/695/315/1057/148/,009C75,,,f,111,4260247682,734881840,Gustatory areas layer 4,22
648,929.0,"Primary motor area, Layer 5",MOp5,11,1,3,8690,985.0,8,1,21,/997/8/567/688/695/315/500/985/648/,1F9D5A,,,f,22,628930507,734881840,Primary motor area Layer 5,79437
783,946.0,"Agranular insular area, dorsal part, layer 6a",AId6a,11,1,3,8690,104.0,8,1,283,/997/8/567/688/695/315/95/104/783/,219866,,,f,284,3764465407,734881840,Agranular insular area dorsal part layer 6a,9958
698,228.0,Olfactory areas,OLF,5,1,3,8690,695.0,5,1,379,/997/8/567/688/695/698/,9AD2BD,,,f,380,1234982955,734881840,Olfactory areas,97333
961,261.0,Piriform area,PIR,8,1,3,8690,698.0,6,1,416,/997/8/567/688/695/698/961/,6ACBBA,,,f,417,3867654445,734881840,Piriform area,315126
393,1039.0,"Posterolateral visual area, layer 6b",VISpl6b,11,1,3,8690,425.0,8,1,198,/997/8/567/688/695/315/669/425/393/,08858C,,,f,199,2848021844,734881840,Posterolateral visual area layer 6b,41
74,999.0,"Lateral visual area, layer 6a",VISl6a,11,1,3,8690,409.0,8,1,183,/997/8/567/688/695/315/669/409/74/,08858C,,,f,184,3506956184,734881840,Lateral visual area layer 6a,6518
1086,984.0,"Primary somatosensory area, trunk, layer 4",SSp-tr4,11,1,3,8690,361.0,9,1,89,/997/8/567/688/695/315/453/322/361/1086/,188064,,,f,90,1741439834,734881840,Primary somatosensory area trunk layer 4,2344
667,1073.0,"Frontal pole, layer 2/3",FRP2/3,11,1,3,8690,184.0,7,1,8,/997/8/567/688/695/315/184/667/,268F45,,,f,9,4268100038,734881840,Frontal pole layer 2/3,4720
488,626.0,"Orbital area, lateral part, layer 6b",ORBl6b,11,1,3,8690,723.0,8,1,263,/997/8/567/688/695/315/714/723/488/,248A5E,,,f,264,2004888123,734881840,Orbital area lateral part layer 6b,748
973,687.0,"Lateral visual area, layer 2/3",VISl2/3,11,1,3,8690,409.0,8,1,180,/997/8/567/688/695/315/669/409/973/,08858C,,,f,181,4196685917,734881840,Lateral visual area layer 2/3,8956
327,40.0,"Basomedial amygdalar nucleus, anterior part",BMAa,9,1,3,8690,319.0,6,1,567,/997/8/567/688/703/319/327/,84EA81,,,f,568,2574993876,734881840,Basomedial amygdalar nucleus anterior part,457
28,993.0,"Entorhinal area, lateral part, layer 6a",ENTl6a,11,1,3,8690,918.0,9,1,505,/997/8/567/688/695/1089/822/909/918/28/,32B825,,,f,506,3113499141,734881840,Entorhinal area lateral part layer 6a,7791
654,647.0,"Primary somatosensory area, nose, layer 4",SSp-n4,11,1,3,8690,353.0,9,1,47,/997/8/567/688/695/315/453/322/353/654/,188064,,,f,48,2563128336,734881840,Primary somatosensory area nose layer 4,2922
704,936.0,"Agranular insular area, ventral part, layer 1",AIv1,11,1,3,8690,119.0,8,1,292,/997/8/567/688/695/315/95/119/704/,219866,,,f,293,4142876190,734881840,Agranular insular area ventral part layer 1,9017
171,1011.0,"Prelimbic area, layer 1",PL1,11,1,3,8690,972.0,7,1,239,/997/8/567/688/695/315/972/171/,2FA850,,,f,240,1260135134,734881840,Prelimbic area layer 1,6010
962,1110.0,"Secondary motor area, layer 2/3",MOs2/3,11,1,3,8690,993.0,8,1,26,/997/8/567/688/695/315/500/993/962/,1F9D5A,,,f,27,3274108161,734881840,Secondary motor area layer 2/3,775758
703,87.0,Cortical subplate,CTXsp,5,1,3,8690,688.0,4,1,555,/997/8/567/688/703/,8ADA87,,,f,556,1297404944,734881840,Cortical subplate,8209
608,924.0,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,11,1,3,8690,746.0,8,1,276,/997/8/567/688/695/315/714/746/608/,248A5E,,,f,277,3003346139,734881840,Orbital area ventrolateral part layer 6a,1022
269,882.0,"Posterolateral visual area, layer 2/3",VISpl2/3,11,1,3,8690,425.0,8,1,194,/997/8/567/688/695/315/669/425/269/,08858C,,,f,195,1134773183,734881840,Posterolateral visual area layer 2/3,3793
956,543.0,"corpus callosum, anterior forceps",fa,9,1,3,8690,776.0,4,1,1192,/997/1009/983/776/956/,CCCCCC,,,f,1193,4281334996,734881840,corpus callosum anterior forceps,4799
257,456.0,"posteromedial visual area, layer 6a",VISpm6a,11,1,3,8690,533.0,8,1,204,/997/8/567/688/695/315/669/533/257/,08858C,,,f,205,2776868924,734881840,posteromedial visual area layer 6a,1337
838,953.0,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,11,1,3,8690,353.0,9,1,46,/997/8/567/688/695/315/453/322/353/838/,188064,,,f,47,2369110310,734881840,Primary somatosensory area nose layer 2/3,9254
873,1099.0,"Supplemental somatosensory area, layer 1",SSs1,11,1,3,8690,378.0,8,1,101,/997/8/567/688/695/315/453/378/873/,188064,,,f,102,697782769,734881840,Supplemental somatosensory area layer 1,59910
772,1086.0,"Anterior cingulate area, ventral part, layer 5",ACAv5,11,1,3,8690,48.0,8,1,235,/997/8/567/688/695/315/31/48/772/,40A666,,,f,236,4291796796,734881840,Anterior cingulate area ventral part layer 5,229
1005,1115.0,"Primary auditory area, layer 6b",AUDp6b,11,1,3,8690,1002.0,8,1,142,/997/8/567/688/695/315/247/1002/1005/,019399,,,f,143,2706692830,734881840,Primary auditory area layer 6b,5865
988,1113.0,Ectorhinal area/Layer 5,ECT5,11,1,3,8690,895.0,7,1,376,/997/8/567/688/695/315/895/988/,0D9F91,,,f,377,2195901717,734881840,Ectorhinal area/Layer 5,105193
908,537.0,"anterior commissure, temporal limb",act,8,1,3,8690,768.0,4,1,1242,/997/1009/991/768/908/,CCCCCC,,,f,1243,3387830123,734881840,anterior commissure temporal limb,4937
721,1080.0,"Primary visual area, layer 4",VISp4,11,1,3,8690,385.0,8,1,188,/997/8/567/688/695/315/669/385/721/,08858C,,,f,189,565069822,734881840,Primary visual area layer 4,7302
583,72.0,Claustrum,CLA,8,1,3,8690,703.0,5,1,557,/997/8/567/688/703/583/,8ADA87,,,f,558,2624439303,734881840,Claustrum,30904
182305701,,"Primary somatosensory area, unassigned, layer 4",SSp-un4,11,1,3,8690,182305689.0,9,1,96,/997/8/567/688/695/315/453/322/182305689/182305701/,188064,,,f,97,481073879,734881840,Primary somatosensory area unassigned layer 4,2576
182305709,,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,11,1,3,8690,182305689.0,9,1,98,/997/8/567/688/695/315/453/322/182305689/182305709/,188064,,,f,99,3257546540,734881840,Primary somatosensory area unassigned layer 6a,6647
707,1078.0,"Infralimbic area, layer 1",ILA1,11,1,3,8690,44.0,7,1,246,/997/8/567/688/695/315/44/707/,59B363,,,f,247,3257448349,734881840,Infralimbic area layer 1,10
182305693,,"Primary somatosensory area, unassigned, layer 1",SSp-un1,11,1,3,8690,182305689.0,9,1,94,/997/8/567/688/695/315/453/322/182305689/182305693/,188064,,,f,95,1824943704,734881840,Primary somatosensory area unassigned layer 1,16466
990,972.0,"Ventral auditory area, layer 4",AUDv4,11,1,3,8690,1018.0,8,1,153,/997/8/567/688/695/315/247/1018/990/,019399,,,f,154,4034617125,734881840,Ventral auditory area layer 4,4670
312782566,,"Anterior area, layer 6a",VISa6a,11,1,3,8690,312782546.0,8,1,351,/997/8/567/688/695/315/22/312782546/312782566/,009FAC,,,f,352,9540387,734881840,Anterior area layer 6a,3467
755,1084.0,"Ventral auditory area, layer 2/3",AUDv2/3,11,1,3,8690,1018.0,8,1,152,/997/8/567/688/695/315/247/1018/755/,019399,,,f,153,4223622095,734881840,Ventral auditory area layer 2/3,3301
1038,978.0,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,11,1,3,8690,329.0,9,1,56,/997/8/567/688/695/315/453/322/329/1038/,188064,,,f,57,2183435549,734881840,Primary somatosensory area barrel field layer 6a,47927
854,955.0,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,11,1,3,8690,369.0,9,1,81,/997/8/567/688/695/315/453/322/369/854/,188064,,,f,82,243505027,734881840,Primary somatosensory area upper limb layer 2/3,34879
288,884.0,"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3,11,1,3,8690,746.0,8,1,274,/997/8/567/688/695/315/714/746/288/,248A5E,,,f,275,361975036,734881840,Orbital area ventrolateral part layer 2/3,5275
312782590,,"Laterointermediate area, layer 5",VISli5,11,1,3,8690,312782574.0,8,1,210,/997/8/567/688/695/315/669/312782574/312782590/,08858C,,,f,211,2197985977,734881840,Laterointermediate area layer 5,5621
463,57.0,Field CA3,CA3,9,1,3,8690,375.0,8,1,467,/997/8/567/688/695/1089/1080/375/463/,7ED04B,,,f,468,3396545448,734881840,Field CA3,12242
940,541.0,cingulum bundle,cing,8,1,3,8690,768.0,4,1,1243,/997/1009/991/768/940/,CCCCCC,,,f,1244,1622445056,734881840,cingulum bundle,22418
1058,1122.0,"Visceral area, layer 5",VISC5,11,1,3,8690,677.0,7,1,118,/997/8/567/688/695/315/677/1058/,11AD83,,,f,119,1267762840,734881840,Visceral area layer 5,33482
204,732.0,"Accessory olfactory bulb, mitral layer",AOBmi,11,1,3,8690,151.0,7,1,389,/997/8/567/688/695/698/151/204/,9DF0D2,,,f,390,4294648998,734881840,Accessory olfactory bulb mitral layer,2664
544,67.0,"Central amygdalar nucleus, capsular part",CEAc,9,1,3,8690,536.0,7,1,596,/997/8/567/623/477/278/536/544/,80C0E2,,,f,597,4187015181,734881840,Central amygdalar nucleus capsular part,6492
1046,696.0,"Anteromedial visual area, layer 6a",VISam6a,11,1,3,8690,394.0,8,1,176,/997/8/567/688/695/315/669/394/1046/,08858C,,,f,177,2864452889,734881840,Anteromedial visual area layer 6a,1961
577,1062.0,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,11,1,3,8690,369.0,9,1,82,/997/8/567/688/695/315/453/322/369/577/,188064,,,f,83,4219333960,734881840,Primary somatosensory area upper limb layer 4,3308
862,956.0,"Supplemental somatosensory area, layer 6a",SSs6a,11,1,3,8690,378.0,8,1,105,/997/8/567/688/695/315/453/378/862/,188064,,,f,106,1835367775,734881840,Supplemental somatosensory area layer 6a,52543
84,1000.0,"Prelimbic area, layer 6a",PL6a,11,1,3,8690,972.0,7,1,243,/997/8/567/688/695/315/972/84/,2FA850,,,f,244,3335965557,734881840,Prelimbic area layer 6a,3099
1006,974.0,"Primary somatosensory area, trunk, layer 1",SSp-tr1,11,1,3,8690,361.0,9,1,87,/997/8/567/688/695/315/453/322/361/1006/,188064,,,f,88,396802005,734881840,Primary somatosensory area trunk layer 1,6691
581,355.0,Triangular nucleus of septum,TRS,8,1,3,8690,826.0,6,1,619,/997/8/567/623/803/826/581/,96A7D3,,,f,620,609929054,734881840,Triangular nucleus of septum,1
289,1026.0,"Temporal association areas, layer 5",TEa5,11,1,3,8690,541.0,7,1,364,/997/8/567/688/695/315/541/289/,15B0B3,,,f,365,475299804,734881840,Temporal association areas layer 5,88986
643,1070.0,"Posterior auditory area, layer 2/3",AUDpo2/3,11,1,3,8690,1027.0,8,1,145,/997/8/567/688/695/315/247/1027/643/,019399,,,f,146,3738950829,734881840,Posterior auditory area layer 2/3,2636
888,959.0,"Perirhinal area, layer 2/3",PERI2/3,11,1,3,8690,922.0,7,1,369,/997/8/567/688/695/315/922/888/,0E9684,,,f,370,1642584549,734881840,Perirhinal area layer 2/3,82681
305,462.0,"Primary visual area, layer 6b",VISp6b,11,1,3,8690,385.0,8,1,191,/997/8/567/688/695/315/669/385/305/,08858C,,,f,192,430767143,734881840,Primary visual area layer 6b,4329
1023,976.0,"Ventral auditory area, layer 5",AUDv5,11,1,3,8690,1018.0,8,1,154,/997/8/567/688/695/315/247/1018/1023/,019399,,,f,155,2273079219,734881840,Ventral auditory area layer 5,34201
919,963.0,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,11,1,3,8690,39.0,8,1,230,/997/8/567/688/695/315/31/39/919/,40A666,,,f,231,3995874244,734881840,Anterior cingulate area dorsal part layer 6a,8982
579,496.0,external capsule,ec,10,1,3,8690,956.0,5,1,1193,/997/1009/983/776/956/579/,CCCCCC,,,f,1194,1857747964,734881840,external capsule,32802
1101,1127.0,"Agranular insular area, dorsal part, layer 5",AId5,11,1,3,8690,104.0,8,1,282,/997/8/567/688/695/315/95/104/1101/,219866,,,f,283,581222647,734881840,Agranular insular area dorsal part layer 5,12579
558,635.0,"Primary somatosensory area, nose, layer 1",SSp-n1,11,1,3,8690,353.0,9,1,45,/997/8/567/688/695/315/453/322/353/558/,188064,,,f,46,3903637663,734881840,Primary somatosensory area nose layer 1,7633
900,536.0,"anterior commissure, olfactory limb",aco,9,1,3,8690,840.0,4,1,1111,/997/1009/967/840/900/,CCCCCC,,,f,1112,1365430169,734881840,anterior commissure olfactory limb,3726
